Tetrahydrofuran,C4H8O,4.50E+00,72.11
Ethyl acetate,C4H8O2,8.42E-01,88.11
Methyl propionate,C4H8O2,7.78E-01,88.11
Isobutyric acid,C4H8O2,2.71E+00,88.11
3-Hydroxytetrahydrofuran,C4H8O2,5.68E+00,88.11
Butyric acid,C4H8O2,1.15E-01,88.11
"1,4-Dioxane",C4H8O2,9.08E+00,88.11
Propyl formate,C4H8O2,2.50E-01,88.11
Isobutyl bromide,C4H9Br,3.70E-03,137.03
n-Butyl bromide,C4H9Br,4.50E-03,137.03
Isobutyl chloride,C4H9Cl,1.00E-02,92.57
n-Butyl chloride,C4H9Cl,8.00E-03,92.57
sec-Butyl chloride,C4H9Cl,1.08E-02,92.57
tert-Butyl chloride,C4H9Cl,3.11E-02,92.57
Iodobutane,C4H9I,1.70E-03,184.02
"N,N-Dimethylacetamide",C4H9NO,6.07E+00,87.12
Butyramide,C4H9NO,2.64E+00,87.12
?-Aminobutyric acid,C4H9NO2,1.26E+01,103.12
Propyl carbamate,C4H9NO2,1.94E+00,103.12
dl-2-Aminobutyric acid,C4H9NO2,1.62E+00,103.12
?-Aminobutyric acid,C4H9NO2,1.21E+01,103.12
2-Methylalanine,C4H9NO2,1.33E+00,103.12
1-Nitrobutane,C4H9NO2,3.50E-02,103.12
N-Methylurethane,C4H9NO2,3.97E+00,103.12
2-Aminobutanoic acid,C4H9NO2,1.85E+00,103.12
l-Threonine,C4H9NO3,8.14E-01,119.12
dl-allo-Threonine,C4H9NO3,1.02E+00,119.12
dl-Threonine,C4H9NO3,1.41E+00,119.12
Butyl nitrate,C4H9NO3,6.50E-03,119.12
Creatine,C4H9N3O2,1.01E-01,131.14
4-Phosphonobutyric acid,C4H9O5P,2.07E+00,168.09
Isobutane,C4H10,8.41E-04,58.12
Butane,C4H10,1.26E-03,58.12
Acephate,C4H10NO3PS,2.15E+00,183.17
N-Nitrosodiethylamine,C4H10N2O,1.04E+00,102.14
Methyl propyl ether,C4H10O,3.99E-01,74.12
tert-Butyl alcohol,C4H10O,8.71E-02,74.12
n-Butyl alcohol,C4H10O,9.98E-01,74.12
Methyl isopropyl ether,C4H10O,8.23E-01,74.12
Isobutyl alcohol,C4H10O,1.00E+00,74.12
Ethyl ether,C4H10O,9.99E-01,74.12
sec-Butyl alcohol,C4H10O,1.35E+00,74.12
Diethyl sulfone,C4H10O2S,1.11E+00,122.19
dl-Threitol,C4H10O4,7.35E+00,122.12
Erythritol,C4H10O4,3.12E+00,122.12
Ethyl sulfide,C4H10S,3.40E-02,90.19
sec-Butylamine,C4H11N,1.53E+00,73.14
n-Butylamine,C4H11N,3.26E-02,73.14
Tromethamine,C4H11NO3,5.77E+00,121.14
Glyphosine,C4H11NO8P2,9.43E-01,263.08
"Hexachloro-1,3-butadiene",C4Cl6,1.24E-05,260.76
"2,3,5-Trichloro-4-hydroxypyridine",C5H2Cl3NO,2.87E-03,198.44
"3,5,6-Trichloro-2-pyridinol",C5H2Cl3NO,1.11E-03,198.44
5-Trifluoromethyl uracil,C5H3F3N2O2,1.45E-01,180.09
2-Chloroadenine,C5H4ClN5,4.90E-05,169.57
Orotic acid,C5H4N2O4,1.16E-02,156.1
"4,5-Imidazoledicarboxylic acid",C5H4N2O4,3.20E-03,156.1
5-Carboxyuracil,C5H4N2O4,1.15E-02,156.1
Purine,C5H4N4,2.78E+00,120.11
Hypoxanthine,C5H4N4O,5.29E-03,136.11
Allopurinol,C5H4N4O,3.53E-03,136.11
8-Hydroxypurine,C5H4N4O,3.05E-02,136.11
Xanthine,C5H4N4O2,2.46E-04,152.11
Xanthine (monohydrate),C5H4N4O2.H2O,4.08E-04,170.13
Uric acid,C5H4N4O3,2.07E-04,168.11
Uric acid (dihydrate),C5H4N4O3.2H2O,3.39E-04,204.14
6-Mercaptopurine,C5H4N4S,8.15E-04,152.18
Furfural,C5H4O2,7.62E-01,96.09
3-Thenoic acid,C5H4O2S,3.36E-02,128.15
2-Furoic acid,C5H4O3,4.22E-01,112.09
Isopyromucic acid,C5H4O3,3.85E-01,112.09
"5-Ethoxy-3-trichloromethyl-1,2,4-thiadiazole",C5H5Cl3N2OS,4.73E-04,247.53
3-Hydroxypyridine,C5H5NO,3.39E-01,95.1
4-Hydroxypyridine,C5H5NO,5.26E+00,95.1
2-Hydroxypyridine,C5H5NO,5.26E+00,95.1
"2,4-Dihydroxypyridine",C5H5NO2,5.59E-02,111.1
Pyrazinamide,C5H5N3O,1.41E-01,123.12
Adenine,C5H5N5,6.59E-03,135.13
Guanine,C5H5N5O,3.87E-05,151.13
Isoguanine,C5H5N5O,3.97E-04,151.13
"2,8-Dioxyadenine",C5H5N5O2,1.32E-05,167.13
Cyclopentadiene,C5H6,1.02E-02,66.1
3-Methyluracil,C5H6Cl2N2,1.21E+00,165.02
Dantoin,C5H6Cl2N2O2,2.54E-03,197.02
Methylthiouracil,C5H6N2OS,3.75E-03,142.18
5-Methyl-2-thiouracil,C5H6N2OS,3.58E-03,142.18
Thymine,C5H6N2O2,3.55E-02,126.12
1-Methyluracil,C5H6N2O2,1.59E-01,126.12
5-Carboxymethylhydantoin,C5H6N2O4,7.05E-02,158.11
?-Angelica lactone,C5H6O2,4.69E-01,98.1
Citraconic acid,C5H6O4,6.02E+00,130.1
Mesaconic acid,C5H6O4,2.02E-01,130.1
Itaconic acid,C5H6O4,5.89E-01,130.1
3-Methylthiophene,C5H6S,4.07E-03,98.17
Ethyl cyanoacetate,C5H7NO2,1.77E-01,113.12
"2,4-Thiazolidinedicarboxylic acid",C5H7NO4S,4.30E-02,177.18
6-Methyluracil,C5H7N2O2,5.51E-02,127.12
5-Methylcytosine,C5H7N3O,3.44E-01,125.13
Dimetridazole,C5H7N3O2,6.87E-02,141.13
Isoprene,C5H8,9.43E-03,68.12
Cyclopentene,C5H8,7.85E-03,68.12
1-Pentyne,C5H8,2.31E-02,68.12
"1,4-Pentadiene",C5H8,8.19E-03,68.12
"5-Bromo-2-methyl-5-nitro-1,3-dioxane",C5H8BrNO4,2.70E-02,226.03
"5,5?-Dimethylhydantoin",C5H8N2O2,1.02E+00,128.13
5-Ethylhydantoin,C5H8N2O2,8.63E-01,128.13
Methazolamide,C5H8N4O3S2,1.20E-02,236.27
Pentaerythritol tetranitrate,C5H8N4O12,6.33E-06,316.14
Cyprethylene ether,C5H8O,9.44E-02,84.12
?-Methylcrotonaldehyde,C5H8O,2.38E-01,84.12
Ethyl acrylate,C5H8O2,1.79E-01,100.12
Methyl methacrylate,C5H8O2,1.56E-01,100.12
Acetylacetone,C5H8O2,1.71E+00,100.12
Dimethylpyruvic acid,C5H8O3,3.45E+00,116.12
Levulinic acid,C5H8O3,6.40E+00,116.12
Methylsuccinic acid,C5H8O4,5.04E+00,132.12
Ethylmalonic acid,C5H8O4,5.39E+00,132.12
Dimethylmalonic acid,C5H8O4,6.81E-01,132.12
Glutaric acid,C5H8O4,4.09E+00,132.12
"Propanoic acid, 2-bromo-, ethyl ester",C5H9BrO2,2.78E-01,181.04
?-Ethyl-?-bromo-propionic ureide,C5H9BrO2,2.13E-01,181.04
dl-Proline,C5H9NO2,1.15E+01,115.13
l-Proline,C5H9NO2,5.37E+00,115.13
2-Methylthiazolidine-4-carboxylic acid,C5H9NO2S,2.10E-01,147.2
l-Hydroxyproline,C5H9NO3,3.16E+00,131.13
"Butanoic acid, 2-(formylamino)-",C5H9NO3,2.56E-01,131.13
d-Glutamic acid,C5H9NO4,5.98E-02,147.13
dl-Glutamic acid,C5H9NO4,1.75E-01,147.13
l-Glutamic acid,C5H9NO4,5.83E-02,147.13
Cyclopentane,C5H10,2.34E-03,70.14
3-Methyl-1-butene,C5H10,1.85E-03,70.14
2-Pentene,C5H10,2.89E-03,70.14
1-Pentene,C5H10,2.11E-03,70.14
Diethyl trichloromethyl phosphonate,C5H10Cl3O3P,1.76E-02,255.47
N-Nitrosopiperidine,C5H10N2O,6.70E-01,114.15
Methomyl,C5H10N2O2S,3.58E-01,162.21
Glycolylglycineamide,C5H10N2O3,5.82E+00,146.15
Glycylalanine,C5H10N2O3,4.78E+00,146.15
d-Glutamine,C5H10N2O3,2.91E-01,146.15
l-Glutamine,C5H10N2O3,2.83E-01,146.15
Dazomet,C5H10N2S2,7.39E-03,162.28
Dinitrosopentamethylenetetramine,C5H10N6O2,5.32E-02,186.17
Methy propyl ketone,C5H10O,6.80E-01,86.13
Valeraldehyde,C5H10O,1.36E-01,86.13
Tetrahydropyran,C5H10O,8.62E-01,86.13
Diethyl ketone,C5H10O,6.05E-01,86.13
1-Penten-3-ol,C5H10O,8.80E-01,86.13
4-Penten-1-ol,C5H10O,6.26E-01,86.13
3-Penten-2-ol,C5H10O,9.51E-01,86.13
2-Methyl tetrahydrofuran,C5H10O,1.17E+00,86.13
1-Methyl tetrahydrofuran,C5H10O,1.41E+00,86.13
Cypreth ether,C5H10O,3.16E-01,86.13
3-Methyl-2-butanone,C5H10O,6.65E-01,86.13
Butylxanthogenic acid,C5H10OS2,8.00E-04,150.26
Valeric acid,C5H10O2,2.30E-01,102.13
Methyl butyrate,C5H10O2,1.47E-01,102.13
3-Hydroxy-2-methyltetrahydrofuran,C5H10O2,1.63E+00,102.13
Propyl acetate,C5H10O2,1.92E-01,102.13
Pivalic acid,C5H10O2,2.13E-01,102.13
Isopropyl acetate,C5H10O2,2.76E-01,102.13
Butyl formate,C5H10O2,6.40E-02,102.13
Ethyl propionate,C5H10O2,2.15E-01,102.13
Isovaleric acid,C5H10O2,3.95E-01,102.13
"Propionic acid, 3-methoxy-, methyl ester",C5H10O3,3.63E+00,118.13
Ethyl carbonate,C5H10O3,1.56E-01,118.13
d-Xylose,C5H10O5,2.88E+00,150.13
l-Arabinose,C5H10O5,2.48E+00,150.13
n-Amyl bromide,C5H11Br,8.38E-04,151.05
Isoamyl bromide,C5H11Br,1.32E-03,151.05
Pentanamide,C5H11NO,7.88E-01,101.15
dl-Valine,C5H11NO2,5.71E-01,117.15
l-Norvaline,C5H11NO2,8.29E-01,117.15
tert-Butyl carbamate,C5H11NO2,1.25E+00,117.15
n-Butyl carbamate,C5H11NO2,2.20E-01,117.15
Isobutyl carbamate,C5H11NO2,5.00E-01,117.15
dl-Isovaline,C5H11NO2,2.40E+00,117.15
d-Valine,C5H11NO2,7.05E-01,117.15
Betaine,C5H11NO2,5.22E+00,117.15
dl-Norvaline,C5H11NO2,6.62E-01,117.15
l-Valine,C5H11NO2,4.99E-01,117.15
3-Nitropentane,C5H11NO2,1.11E-02,117.15
dl-Methionine,C5H11NO2S,2.19E-01,149.21
Methionine,C5H11NO2S,3.79E-01,149.21
Penicillamine,C5H11NO2S,6.70E-01,149.21
Betaine (monohydrate),C5H11NO2.H2O,4.52E+00,135.16
Pentane,C5H12,5.27E-04,72.15
2-Methylbutane,C5H12,6.65E-04,72.15
Neopentane,C5H12,2.22E-04,72.15
Chlormephos,C5H12ClO2PS2,2.56E-04,234.7
Dimethoate,C5H12NO3PS2,1.10E-01,229.26
2-Methylpiperazine,C5H12N2,4.34E+00,100.16
Methyl-n-butylnitrosamine,C5H12N2O,2.00E-01,116.16
2-Methyl-1-butanol,C5H12O,3.30E-01,88.15
tert-Isoamyl alcohol,C5H12O,2.66E-01,88.15
Neopentyl alcohol,C5H12O,3.84E-01,88.15
Methyl tert-butyl ether,C5H12O,5.82E-01,88.15
3-Pentanol,C5H12O,5.51E-01,88.15
3-Methyl-2-butanol,C5H12O,6.38E-01,88.15
Ethylisopropyl ether,C5H12O,2.73E-01,88.15
1-Pentanol,C5H12O,3.73E-01,88.15
2-Pentanol,C5H12O,3.84E-01,88.15
tert-Pentyl alcohol,C5H12O,1.12E+00,88.15
Formaldehyde diethyl acetal,C5H12O2,6.72E-01,104.15
Pentaerythritol,C5H12O4,4.16E-01,136.15
Adonitol,C5H12O5,3.95E+00,152.15
Xylitol,C5H12O5,3.96E+00,152.15
dl-Arabinitol,C5H12O5,4.46E+00,152.15
N-Methyldiethylamine,C5H13N,3.56E+00,87.17
Demephion,C5H13O3PS2,2.31E-03,216.26
Hexachlorocyclopentadiene,C5Cl6,2.95E-06,272.77
"4,5,7-Trichloro-2,1,3-benzothiadiazole",C6HCl3N2S,1.04E-05,239.51
"2,3,4,5-Tetrachloronitrobenzene",C6HCl4NO2,2.80E-05,260.89
"2,3,4,6-Tetrachloronitrobenzene",C6HCl4NO2,2.90E-05,260.89
"2,3,5,6-Tetrachloronitrobenzene",C6HCl4NO2,8.00E-06,260.89
Pentachlorobenzene,C6HCl5,5.32E-06,250.34
Pentachlorophenol,C6HCl5O,6.20E-05,266.34
Pentafluorophenol,C6HF5O,3.00E-01,184.07
"2,6-Dibromoquinone-3-chlorimide",C6H2Br2ClNO2,2.00E-04,315.36
"1,2,4,5-Tetrabromobenzene",C6H2Br4,1.11E-07,393.72
Picryl chloride,C6H2ClN3O6,2.14E-03,247.55
Chloranilic acid,C6H2Cl2O4,9.09E-03,208.99
"2,4,5-Trichloronitrobenzene",C6H2Cl3NO2,1.30E-04,226.45
"2,3,4-Trichloronitrobenzene",C6H2Cl3NO2,1.15E-04,226.45
"1,2,4,5-Tetrachlorobenzene",C6H2Cl4,2.15E-06,215.89
Trichlorobenzyl chloride,C6H2Cl4,9.26E-06,215.89
"1,2,3,4-Tetrachlorobenzene",C6H2Cl4,2.74E-05,215.89
"1,2,3,5-Tetrachlorobenzene",C6H2Cl4,1.86E-05,215.89
"2,3,4,6-Tetrachlorophenol",C6H2Cl4O,7.90E-04,231.89
"2,3,4,5-Tetrachlorophenol",C6H2Cl4O,7.16E-04,231.89
"2,3,5,6-Tetrachlorophenol",C6H2Cl4O,4.31E-04,231.89
Tetrachlorohydroquinone,C6H2Cl4O2,8.67E-05,247.89
"1,2,4,5-Tetrafluorobenzene",C6H2F4,4.22E-03,150.08
"1,2,3,5-Tetrafluorobenzene",C6H2F4,4.95E-03,150.08
"2,3,5,6-Tetrafluorophenol",C6H2F4O,3.70E-01,166.08
"2,6-Dibromoquinone oxime",C6H3Br2NO2,8.50E-04,280.91
"1,2,4-Tribromobenzene",C6H3Br3,2.29E-05,314.82
"2,4,6-Tribromobiphenyl",C6H3Br3O,4.11E-02,330.82
"2,4,6-Tribromophenol",C6H3Br3O,2.12E-04,330.82
"1-Chloro-2,4-dinitrobenzene",C6H3ClN2O4,4.56E-05,202.55
7-Chloropteridine,C6H3ClN4,1.31E-01,166.57
"3,4-Dichloronitrobenzene",C6H3Cl2NO2,6.29E-04,192
"2,5-Dichloronitrobenzene",C6H3Cl2NO2,4.80E-04,192
"2,3-Dichloronitrobenzene",C6H3Cl2NO2,3.25E-04,192
"3,6-Dichloropicolinic acid",C6H3Cl2NO2,5.21E-03,192
"1,2,3-Trichlorobenzene",C6H3Cl3,9.92E-05,181.45
"1,3,5-Trichlorobenzene",C6H3Cl3,3.31E-05,181.45
"1,2,4-Trichlorobenzene",C6H3Cl3,1.73E-04,181.45
Picloram,C6H3Cl3N2O2,1.78E-03,241.46
"2,3,4-Trichlorophenol",C6H3Cl3O,4.63E-03,197.45
"2,3,5-Trichlorophenol",C6H3Cl3O,3.91E-03,197.45
"2,3,6-Trichlorophenol",C6H3Cl3O,2.99E-03,197.45
"2,4,6-Trichlorophenol",C6H3Cl3O,2.20E-03,197.45
"2,4,5-Trichloro-phenol",C6H3Cl3O,4.80E-03,197.45
Nitrapyrin,C6H3Cl4N,1.74E-04,230.91
"1-Fluoro-2,4-dinitrobenzene",C6H3FN2O4,2.15E-03,186.1
Trifluorophenol,C6H3F3O,4.20E-01,148.09
"1,3,5-Trinitro-benzol",C6H3N3O6,1.68E-03,213.11
Picric acid,C6H3N3O7,5.33E-02,229.11
Styphnic acid,C6H3N3O8,2.20E-02,245.11
1-Bromo-2-fluorobenzene,C6H4BrF,2.02E-03,175.01
1-Bromo-3-fluorobenzene,C6H4BrF,2.16E-03,175.01
2-Bromo-4-nitrophenol,C6H4BrNO3,1.01E-01,218.01
"1,3-Dibromobenzene",C6H4Br2,2.86E-04,235.92
"1,4-Dibromobenzene",C6H4Br2,8.48E-05,235.92
1-Chloro-2-fluorobenzene,C6H4ClF,3.85E-03,130.55
1-Chloro-3-fluorobenzene,C6H4ClF,4.52E-03,130.55
Pipsyl chloride,C6H4ClIO2S,5.39E-05,302.52
6-Chloropicolinic acid,C6H4ClNO2,2.16E-02,157.56
p-Chloronitrobenzene,C6H4ClNO2,1.60E-03,157.56
m-Chloronitrobenzene,C6H4ClNO2,1.73E-03,157.56
o-Chloronitrobenzene,C6H4ClNO2,3.47E-03,157.56
"1,2-Dichlorobenzene",C6H4Cl2,1.06E-03,147
"1,3-Dichlorobenzene",C6H4Cl2,9.08E-04,147
"1,4-Dichlorobenzene",C6H4Cl2,5.17E-04,147
Dicloran,C6H4Cl2N2O2,3.02E-05,207.02
"2,4-Dichlorophenol",C6H4Cl2O,3.40E-02,163
"3,5-Dichlorophenol",C6H4Cl2O,4.54E-02,163
"3,4-Dichlorophenol",C6H4Cl2O,5.68E-02,163
"2,6-Dichlorophenol",C6H4Cl2O,1.61E-02,163
"2,3-Dichlorophenol",C6H4Cl2O,5.04E-02,163
"2,5-Dichlorophenol",C6H4Cl2O,3.80E-02,163
1-Fluoro-4-iodobenzene,C6H4FI,7.50E-04,222
"1,4-Diiodobenzene",C6H4I2,4.24E-06,329.91
p-Dinitrobenzene,C6H4N2O4,2.35E-04,168.11
m-Dinitrobenzene,C6H4N2O4,3.42E-03,168.11
o-Dinitrobenzene,C6H4N2O4,7.91E-04,168.11
"3,5-Dinitrophenol",C6H4N2O5,7.29E-02,184.11
"2,6-Dinitrophenol",C6H4N2O5,1.63E-03,184.11
"2,4-Dinitrophenol",C6H4N2O5,2.52E-03,184.11
"2,4-Dinitroresorcinol",C6H4N2O6,3.13E-02,200.11
"4,6-Dinitroresorcinol",C6H4N2O6,2.00E-03,200.11
Pteridine,C6H4N4,9.23E-01,132.13
4-Hydroxypteridine,C6H4N4O,3.36E-02,148.12
6-Hydroxypteridine,C6H4N4O,1.93E-03,148.12
7-Hydroxypteridine,C6H4N4O,7.49E-03,148.12
2-Hydroxypteridine,C6H4N4O,1.12E-02,148.12
"2,4-Dihydroxypteridine",C6H4N4O2,7.61E-03,164.12
"2,7-Dihydroxypteridine",C6H4N4O2,6.03E-02,164.12
"4,6-Dihydroxypteridine",C6H4N4O2,1.11E-03,164.12
"4,7-Dihydroxypteridine",C6H4N4O2,2.03E-03,164.12
"2,6-Dihydroxypteridine",C6H4N4O2,1.35E-03,164.12
"2,4,7-Trihydroxypteridine",C6H4N4O3,4.63E-04,180.12
"4,6,7-Trihydroxypteridine",C6H4N4O3,2.06E-04,180.12
"2,4,6,7-Tetrahydroxypteridine",C6H4N4O4,8.79E-05,196.12
Picramine,C6H4N4O6,8.71E-05,228.12
4-Mercaptopteridine,C6H4N4S,1.69E-03,164.19
2-Mercaptopteridine,C6H4N4S,4.35E-03,164.19
7-Mercaptopteridine,C6H4N4S,1.96E-03,164.19
Quinone,C6H4O2,1.27E-01,108.1
"2,5-Dicarboxyfuran",C6H4O5,6.41E-03,156.1
2-Carboxy-5-hydroxy-4-pyrone,C6H4O5,3.27E-02,156.1
Bromobenzene,C6H5Br,2.61E-03,157.02
p-Bromophenol,C6H5BrO,8.54E-02,173.02
p-Bromobenzenesulfonic acid,C6H5BrO3S,2.08E+00,237.08
p-Bromobenzenesulfonic acid (monohydrate),C6H5BrO3S.H2O,1.80E+00,255.09
p-Bromobenzenesulfonic acid (2.5 hydrate),C6H5BrO3S.2.5H2O,1.57E+00,282.12
Chlorobenzene,C6H5Cl,4.44E-03,112.56
4-Chloro-3-nitro-benzenesulfonamide,C6H5ClN2O4S,9.50E-04,236.63
m-Chlorophenol,C6H5ClO,1.73E-01,128.56
p-Chlorophenol,C6H5ClO,2.10E-01,128.56
o-Chlorophenol,C6H5ClO,8.83E-02,128.56
p-Chlorobenzenesulfonic acid,C6H5ClO3S,2.58E+00,192.62
p-Chlorobenzenesulfonic acid (2.5 hydrate),C6H5ClO3S.2.5H2O,1.82E+00,237.66
"3,4-Dichloro-benzenesulfonamide",C6H5Cl2NO2S,3.50E-03,226.08
Dichlorophenylphosphine sulfide,C6H5Cl2PS,7.21E-03,211.05
Fluorobenzene,C6H5F,1.61E-02,96.11
3-Acetyl-5-fluorouracil,C6H5FN2O3,2.49E-01,172.12
1-Methoxycarbonyl-5-fluorouracil,C6H5FN2O4,1.24E-01,188.12
2-Fluorophenol,C6H5FO,7.20E-01,112.1
m-Fluorophenol,C6H5FO,6.90E-01,112.1
p-Fluorophenol,C6H5FO,7.20E-01,112.1
p-Fluorobenzenesulfonic acid (monohydrate),C6H5FO3S.H2O,2.24E+00,194.18
p-Fluorobenzenesulfonic acid (2.5 hydrate),C6H5FO3S.2.5H2O,1.97E+00,221.21
p-Fluorobenzenesulfonic acid (trihydrate),C6H5FO3S.3H2O,1.73E+00,230.21
p-Fluorobenzenesulfonic acid (tetrahydrate),C6H5FO3S.4H2O,1.61E+00,248.23
Iodobenzene,C6H5I,8.82E-04,204.01
p-Iodophenol,C6H5IO,1.29E-02,220.01
Nitrobenzene,C6H5NO2,1.57E-02,123.11
Nicotinic acid,C6H5NO2,3.65E-01,123.11
o-Nitrophenol,C6H5NO3,1.79E-02,139.11
p-Nitrophenol,C6H5NO3,1.13E-01,139.11
m-Nitrophenol,C6H5NO3,9.58E-02,139.11
Nitrohydroquinone,C6H5NO4,6.89E-02,155.11
4-Nitroresorcinol,C6H5NO4,5.24E-02,155.11
2-Nitroresorcinol,C6H5NO4,8.44E-03,155.11
3-Nitrocatechol,C6H5NO4,6.57E-02,155.11
4-Nitrocatechol,C6H5NO4,1.21E+00,155.11
p-Nitrobenzenesulfonic acid,C6H5NO5S,2.34E+00,203.17
p-Nitrobenzenesulfonic acid (dihydrate),C6H5NO5S.2H2O,1.67E+00,239.21
p-Nitrobenzenesulfonic acid (tetrahydrate),C6H5NO5S.4H2O,1.41E+00,275.24
Methyl acetylthiodiazole,C6H5N2OS,6.53E-04,153.18
Benzotriazole,C6H5N3,1.66E-01,119.13
"2,6-Dinitroaniline",C6H5N3O4,4.37E-04,183.12
"2,4-Dinitroaniline",C6H5N3O4,4.27E-04,183.12
Picramic acid,C6H5N3O5,7.03E-03,199.12
7-Aminopteridine,C6H5N5,4.85E-03,147.14
4-Aminopteridine,C6H5N5,4.85E-03,147.14
2-Aminopteridine,C6H5N5,5.03E-03,147.14
4-Amino-2-hydroxypteridine,C6H5N5O,4.38E-04,163.14
2-Amino-4-hydroxypteridine,C6H5N5O,1.08E-04,163.14
7-Amino-6-hydroxypteridine,C6H5N5O,1.23E-03,163.14
Xanthopterin,C6H5N5O2,1.40E-04,179.14
Leucopterin,C6H5N5O3,6.83E-06,195.14
3?-Nitrosoniridazole,C6H5N5O4S,3.08E-04,243.2
Benzene,C6H6,2.23E-02,78.11
4-Bromobenzenesulfonamide,C6H6BrNO2S,4.20E-03,236.09
p-Bromoaniline-o-sulfonic acid,C6H6BrNO3S,1.77E-02,252.09
p-Bromoaniline-m-sulfonic acid,C6H6BrNO3S,3.42E-02,252.09
p-Bromoaniline-o-sulfonic acid (monohydrate),C6H6BrNO3S.H2O,2.24E-02,270.11
p-Chloroaniline,C6H6ClN,3.06E-02,127.57
o-Chloroaniline,C6H6ClN,2.95E-02,127.57
m-Chloroaniline,C6H6ClN,4.27E-02,127.57
m-Chlorobenzenesulfonamide,C6H6ClNO2S,3.50E-03,191.64
o-Chlorobenzenesulfonamide,C6H6ClNO2S,2.60E-03,191.64
4-Chlorobenzenesulfonamide,C6H6ClNO2S,6.90E-03,191.64
p-Chloroaniline-m-sulfonic acid,C6H6ClNO3S,5.45E-02,207.64
p-Chloroaniline-o-sulfonic acid (monohydrate),C6H6ClNO3S.H2O,1.39E-02,225.65
p-Chloroaniline-m-sulfonic acid (monohydrate),C6H6ClNO3S.H2O,5.14E-02,225.65
"?-1,2,3,4,5,6-Hexachlorocyclohexane",C6H6Cl6,8.25E-07,290.83
"?-1,2,3,4,5,6-Hexachlorocyclohexane",C6H6Cl6,1.08E-04,290.83
Lindane,C6H6Cl6,2.34E-05,290.83
"?-1,2,3,4,5,6-Hexachlorocyclohexane",C6H6Cl6,6.88E-06,290.83
1-Methylcarbamoyl-5-fluorouracil,C6H6FN3O3,3.31E-03,187.13
2-Iodoaniline-4-sulphonic acid,C6H6INO3S,6.78E-02,299.09
3-Iodoaniline-4-sulphonic acid,C6H6INO3S,6.47E-03,299.09
4-Iodoaniline-2-sulphonic acid,C6H6INO3S,1.70E-02,299.09
4-Iodoaniline-3-sulphonic acid,C6H6INO3S,4.49E-02,299.09
5-Iodoaniline-2-sulphonic acid,C6H6INO3S,8.67E-03,299.09
6-Iodoaniline-3-sulphonic acid,C6H6INO3S,1.60E-02,299.09
5-Iodoaniline-3-sulphonic acid,C6H6INO3S,4.32E-02,299.09
Nicotiamide,C6H6N2O,8.19E+00,122.13
3-Nitroaniline,C6H6N2O2,5.37E-03,138.13
Urocanic acid,C6H6N2O2,1.09E-02,138.13
p-Nitroaniline,C6H6N2O2,3.02E-03,138.13
2-Nitroaniline,C6H6N2O2,8.76E-03,138.13
"5,5-Ethylenebarbituric acid",C6H6N2O3,1.30E-02,154.13
1-Methylorotic acid,C6H6N2O4,1.20E-01,170.13
m-Nitrobenzenesulfonamide,C6H6N2O4S,2.20E-03,202.19
4-Nitrobenzenesulfonamide,C6H6N2O4S,3.00E-03,202.19
2-Nitrobenzenesulfonamide,C6H6N2O4S,1.60E-03,202.19
8-Methylpurine,C6H6N4,3.92E-01,134.14
8-Hydroxymethylpurine,C6H6N4O,3.01E-02,150.14
9-Methyluric acid,C6H6N4O3,3.00E-03,182.14
1-Methyluric acid,C6H6N4O3,1.15E-02,182.14
Niridazole,C6H6N4O3S,6.07E-04,214.2
5-Nitro-2-furaldehyde semicarbazone,C6H6N4O4,8.23E-04,198.14
"2,4-Diaminopteridine",C6H6N6,2.06E-03,162.15
"4,6-Diaminopteridine",C6H6N6,2.57E-04,162.15
"4,7-Diaminopteridine",C6H6N6,1.23E-03,162.15
4-Hydrazinopteridine,C6H6N6,1.37E-02,162.15
Phenol,C6H6O,1.00E+00,94.11
Hydroquinone,C6H6O2,6.45E-01,110.11
Pyrocatechol,C6H6O2,4.19E+00,110.11
Resorcinol,C6H6O2,6.52E+00,110.11
Maltol,C6H6O3,8.64E-02,126.11
Methyl furoate,C6H6O3,1.48E-01,126.11
Phloroglucinol,C6H6O3,8.41E-02,126.11
Pyrogallol,C6H6O3,3.01E+00,126.11
Benzenesulfonic acid,C6H6O3S,3.09E+00,158.18
Benzenesulfonic acid (monohydrate),C6H6O3S.H2O,2.54E+00,1.76E+02
Benzenesulfonic acid (2.5 hydrate),C6H6O3S.2.5H2O,2.13E+00,203.22
Benzenesulfonic acid (dihydrate),C6H6O3S.2H2O,2.30E+00,194.21
Benzenesulfonic acid (trihydrate),C6H6O3S.3H2O,2.01E+00,212.22
Muconic acid,C6H6O4,1.41E-03,142.11
Thiazafluron,C6H7F3N4OS,8.72E-03,240.21
Aniline,C6H7N,3.93E-01,93.13
m-Aminophenol,C6H7NO,2.41E-01,109.13
o-Aminophenol,C6H7NO,1.80E-01,109.13
p-Aminophenol,C6H7NO,1.44E-01,109.13
Phenylhydroxylamine,C6H7NO,1.83E-01,109.13
Benzenesulfonamide,C6H7NO2S,2.74E-02,157.19
Orthanilic acid,C6H7NO3S,1.11E-01,173.19
Sulfanilic acid,C6H7NO3S,6.17E-02,173.19
Metanilic acid,C6H7NO3S,9.44E-02,173.19
Metanilic acid (sesquihydrate),C6H7NO3S.1.5H2O,1.18E-01,200.21
2-Aminophenol-4-sulfonic acid,C6H7NO4S,5.29E-02,189.19
