3-Iodophenyl isothiocyanate,C7H4INS,2.10E-05,261.09
"3,5-Diiodosalicylic acid",C7H4I2O3,4.93E-04,389.92
3-Nitrophenyl isothiocyanate,C7H4N2O2S,2.80E-04,180.19
"2,4-Dinitrobenzoic acid",C7H4N2O6,8.58E-02,212.12
"2,6-Dinitrobenzoic acid",C7H4N2O6,7.60E-02,212.12
"3,4-Dinitrobenzoic acid",C7H4N2O6,3.16E-02,212.12
"3,5-Dinitrobenzoic acid",C7H4N2O6,6.35E-03,212.12
"2,3,5,6-Tetranitroanisol",C7H4N4O9,6.94E-04,288.13
Chelidonic acid,C7H4O6,7.77E-02,184.11
Meconic acid,C7H4O7,4.20E-02,200.11
p-Bromobenzoic acid,C7H5BrO2,2.79E-04,201.03
m-Bromobenzoic acid,C7H5BrO2,2.00E-03,201.03
"4H-Pyrazolo[3,4-d]pyrimidin-4-one, 1-(chloroacetyl)-1,5-dihydro-",C7H5ClN4O2,5.17E-04,212.6
meta-Chlorobenzoic acid,C7H5ClO2,2.56E-03,156.57
p-Chlorobenzoic acid,C7H5ClO2,7.03E-04,156.57
o-Chlorobenzoic acid,C7H5ClO2,1.92E-02,156.57
"2,6-Dichlorobenzamide",C7H5Cl2NO,1.42E-02,190.03
Chloramben,C7H5Cl2NO2,3.40E-03,206.03
"2,6-Dichlorothiobenzamide",C7H5Cl2NS,4.61E-03,206.09
"2,3,4-Trichloroanisole",C7H5Cl3O,5.11E-05,211.48
"2,4,6-Trichloro-3-methylphenol",C7H5Cl3O,5.30E-04,211.48
"2,4,6-Trichloroanisole",C7H5Cl3O,6.24E-05,211.48
m-Fluorobenzoic acid,C7H5FO2,1.07E-02,140.12
o-Fluorobenzoic acid,C7H5FO2,5.14E-02,140.12
p-Fluorobenzoic acid,C7H5FO2,8.56E-03,140.12
3-Trifluoromethyl-4-nitrobenzenesulfonamide,C7H5F3N2O4S,6.50E-04,270.19
p-Iodobenzoic acid,C7H5IO2,1.12E-04,248.02
o-Iodobenzoic acid,C7H5IO2,1.86E-03,248.02
m-Iodobenzoic acid,C7H5IO2,5.38E-04,248.02
"3,5-Diiodo-4-pyridone-N-acetic acid",C7H5I2NO3,6.88E-03,404.93
Benzonitrile,C7H5N,4.20E-02,103.12
4-Hydroxyphenyl isothiocyanate,C7H5NOS,2.15E-03,151.19
3-Hydroxyphenyl isothiocyanate,C7H5NOS,1.02E-02,151.19
m-Nitrobenzaldehyde,C7H5NO3,6.62E-05,151.12
o-Nitrobenzaldehyde,C7H5NO3,1.32E-04,151.12
p-Nitrobenzaldehyde,C7H5NO3,1.87E-01,151.12
Saccharin,C7H5NO3S,2.35E-02,183.19
Quinolinic acid,C7H5NO4,6.60E-02,167.12
p-Nitrobenzoic acid,C7H5NO4,1.66E-03,167.12
o-Nitrobenzoic acid,C7H5NO4,4.49E-02,167.12
m-Nitrobenzoic acid,C7H5NO4,2.12E-02,167.12
Isocinchomeronic acid,C7H5NO4,7.40E-03,167.12
Cinchomeronic acid,C7H5NO4,1.40E-02,167.12
"3,5-Pyridinedicarboxylic acid",C7H5NO4,6.40E-03,167.12
4-Formyl-2-NO2-phenol,C7H5NO4,1.12E-03,167.12
Lutidinic acid,C7H5NO4,1.49E-02,167.12
3-Nitrosalicylic acid,C7H5NO5,7.10E-03,183.12
5-Nitrosalicylic acid,C7H5NO5,1.09E-02,183.12
Benzothiazole,C7H5NS,3.16E-02,135.19
Phenyl isothiocyanate,C7H5NS,6.65E-04,135.19
"2,4,6-Trinitrotoluene",C7H5N3O6,5.28E-04,227.13
"2,4,6-Trinitro-m-cresol",C7H5N3O7,8.23E-03,243.13
Methyl picric acid,C7H5N3O7,1.00E-02,243.13
"2,4,6-Trinitroanisole",C7H5N3O7,8.22E-04,243.13
Nitramine,C7H5N5O8,2.47E-04,287.15
2-Fluorobenzyl chloride,C7H6ClF,2.88E-03,144.58
3-Fluorobenzyl chloride,C7H6ClF,2.86E-03,144.58
4-Fluorobenzyl chloride,C7H6ClF,2.88E-03,144.58
Chlorothiazide,C7H6ClN3O4S2,9.56E-04,295.72
4-Nitroso-hydrochlorothiazide,C7H6ClN4O5S2,7.37E-04,325.73
Chlorambenamide,C7H6Cl2N2O,8.29E-03,205.04
"2,6-Dichloroanisole",C7H6Cl2O,7.91E-04,177.03
"2,3-Dichloroanisole",C7H6Cl2O,4.91E-04,177.03
"2,6-Dichloro-4-methyl-phenol",C7H6Cl2O,1.60E-03,177.03
p-Cyanobenzenesulfonamide,C7H6N2O2S,6.10E-03,182.2
"2,4-Dinitrotoluene",C7H6N2O4,1.48E-03,182.14
"2,4-Dinitroanisole",C7H6N2O5,7.82E-04,198.14
Dinitrocresol,C7H6N2O5,6.56E-04,198.14
Rhodan,C7H6N2S,1.33E-03,150.2
4-Methylpteridine,C7H6N4,3.26E-01,146.15
7-Methylpteridine,C7H6N4,9.78E-01,146.15
2-Methylpteridine,C7H6N4,6.84E-01,146.15
2-Methoxypteridine,C7H6N4O,7.61E-02,162.15
4-Hydroxy-6-methylpteridine,C7H6N4O,2.23E-02,162.15
4-Hydroxy-7-methylpteridine,C7H6N4O,2.73E-02,162.15
4-Methoxypteridine,C7H6N4O,7.61E-02,162.15
7-Methoxypteridine,C7H6N4O,1.21E-01,162.15
"3,4-Dihydro-4-keto-3-methylpteridine",C7H6N4O,8.69E-02,162.15
"4H-Pyrazolo[3,4-d]pyrimidin-4-one, 1-acetyl-1,5-dihydro-",C7H6N4O2,4.21E-03,178.15
7-Methylthiopteridine,C7H6N4S,2.79E-02,178.22
4-Methylthiopteridine,C7H6N4S,4.31E-03,178.22
4-Mercapto-7-methylpteridine,C7H6N4S,3.74E-03,178.22
2-Methylthiopteridine,C7H6N4S,1.75E-02,178.22
Benzaldehyde,C7H6O,3.75E-02,106.13
Benzoic acid,C7H6O2,2.45E-02,122.12
m-Hydroxybenzaldehyde,C7H6O2,2.25E-01,122.12
p-Hydroxybenzaldehyde,C7H6O2,1.06E-01,122.12
Salicylaldehyde,C7H6O2,6.61E-04,122.12
Salicylic acid,C7H6O3,1.59E-02,138.12
Protocatechualdehyde,C7H6O3,3.62E-01,138.12
p-Hydroxybenzoic acid,C7H6O3,3.55E-02,138.12
?-2-Furyncrylic acid,C7H6O3,1.45E-02,138.12
m-Hydroxybenzoic acid,C7H6O3,5.25E-02,138.12
"2,6-Dihydroxybenzoic acid",C7H6O4,6.20E-02,154.12
Protocatechuic acid,C7H6O4,1.18E-01,154.12
?-Resorcyclic acid,C7H6O4,3.89E-02,154.12
Gentisic acid,C7H6O4,1.43E-01,154.12
Gallic acid,C7H6O5,8.64E-02,170.12
"2,3,4-Trihydroxybenzoic acid",C7H6O5,5.88E-03,170.12
m-Bromotoluene,C7H7Br,3.00E-04,171.04
m-Chlorotoluene,C7H7Cl,3.00E-04,126.59
o-Chlorotoluene,C7H7Cl,3.00E-04,126.59
p-Chlorotoluene,C7H7Cl,3.00E-04,126.59
Saluamine,C7H7ClN2O4S,2.22E-03,250.66
8-Chlorotheophylline,C7H7ClN4O2,3.02E-03,214.61
Chlorocresol,C7H7ClO,2.80E-02,142.59
4-Chloroanisole,C7H7ClO,1.66E-03,142.59
2-Methyl-6-chloro-phenol,C7H7ClO,2.50E-02,142.59
2-Methyl-4-chloro-phenol,C7H7ClO,4.80E-02,142.59
2-Chloroanisole,C7H7ClO,3.44E-03,142.59
3-Chloroanisole,C7H7ClO,1.65E-03,142.59
Clopidol,C7H7Cl2NO,2.08E-04,192.05
Chlorpyrifos-methyl,C7H7Cl3NO3PS,1.24E-05,322.54
Torelle,C7H7Cl3NO4P,9.79E-04,306.47
3-Propionyl-5-fluorouracil,C7H7FN2O3,1.98E-01,186.14
3-Acetoxymethyl-5-fluorouracil,C7H7FN2O4,9.89E-02,202.14
"1-Acetoxymethyl-5-fluoro-2,4(1H,3H)-pyrimidinedi-one",C7H7FN2O4,2.13E-01,202.14
"3-Ethyloxycarbonyl-5-fluoro-2,4(1H,3H)-pyrimidinedi-one",C7H7FN2O4,3.56E-01,202.14
Benzamide,C7H7NO,1.11E-01,121.14
Salicylamide,C7H7NO2,1.50E-02,137.14
p-Aminobenzoic acid,C7H7NO2,3.93E-02,137.14
o-Nitrotoluene,C7H7NO2,5.02E-03,137.14
o-Aminobenzoic acid,C7H7NO2,2.54E-02,137.14
m-Nitrotoluene,C7H7NO2,3.89E-03,137.14
m-Aminobenzoic acid,C7H7NO2,5.83E-02,137.14
Methyl nicotinate,C7H7NO2,3.47E-01,137.14
p-Nitrotoluene,C7H7NO2,2.15E-03,137.14
3-Methyl-4-nitrophenol,C7H7NO3,7.77E-03,153.14
p-Aminosalicylic acid,C7H7NO3,1.10E-02,153.14
p-Nitroanisol,C7H7NO3,3.85E-03,153.14
Ethyl acetylthiodiazole,C7H7N2OS,1.20E-03,167.21
2-Methylaminopteridine,C7H7N5,1.93E-02,161.17
Toluene,C7H8,5.10E-03,92.14
"1,6-Heptadiyne",C7H8,1.79E-02,92.14
Cycloheptatriene,C7H8,6.73E-03,92.14
Hydrochlorothiazide,C7H8ClN3O4S2,2.43E-03,297.74
Hydrochlorothiazide,C7H8ClN3O4S2,2.35E-06,297.74
1-Ethylcarbamoyl-5-fluorouracil,C7H8FN3O3,7.46E-03,201.16
"1-(N,N-Dimethylcarbamoyl)-5-fluorouracil",C7H8FN3O3,2.98E-02,201.16
3-Nitro-o-toluidine,C7H8N2O2,8.81E-02,152.15
"5,5-Trimethylenebarbituric acid",C7H8N2O3,2.21E-02,168.15
1-Methoxy-2-amino-4-nitrobenzene,C7H8N2O3,3.39E-03,168.15
5-Carboethoxy-2-thiouracil,C7H8N2O3S,7.97E-03,200.22
Ethyl orotate,C7H8N2O4,2.10E-02,184.15
1-Phenyl-2-thiourea,C7H8N2S,1.71E-02,152.22
Theophylline,C7H8N4O2,3.42E-02,180.17
Theobromine,C7H8N4O2,1.83E-03,180.17
p-Cresol,C7H8O,1.99E-01,108.14
Anisole,C7H8O,1.30E-03,108.14
2-Cresol,C7H8O,1.99E-01,108.14
m-Cresol,C7H8O,1.99E-01,108.14
Benzyl alcohol,C7H8O,4.26E-01,108.14
Salicyl alcohol,C7H8O2,5.08E-01,124.14
Guaiacol,C7H8O2,1.88E-01,124.14
Resorcinol monomethylether,C7H8O2,3.11E-01,124.14
p-Methoxyphenol,C7H8O2,2.07E-01,124.14
"4,6-Dimethyl-?-pyrone",C7H8O2,1.95E+00,124.14
p-Toluenesulfonic acid,C7H8O3S,2.90E+00,172.2
p-Toluenesulfonic acid (monohydrate),C7H8O3S.H2O,2.17E+00,190.22
o-Toluenesulfonic acid (dihydrate,C7H8O3S.2H2O,1.95E+00,208.23
p-Toluenesulfonic acid (tetrahydrate),C7H8O3S.4H2O,1.86E+00,244.27
Methylenecitric acid,C7H8O7,2.34E-01,204.14
5-Chloro-4-methyl-2-propionamide-thiazole,C7H9ClN2OS,8.79E-04,204.68
4-Ethylpyridine,C7H9N,2.50E+00,107.16
m-Toluidine,C7H9N,6.20E-02,107.16
Methylaniline,C7H9N,5.25E-02,107.16
"3,4-Lutidine",C7H9N,2.47E+00,107.16
o-Toluidine,C7H9N,1.38E-01,107.16
?-Lutidine,C7H9N,2.52E+00,107.16
"3,5-Lutidine",C7H9N,2.52E+00,107.16
"2,6-Lutidine",C7H9N,2.15E+00,107.16
"2,5-Lutidine",C7H9N,7.19E-01,107.16
"2,4-Lutidine",C7H9N,2.42E+00,107.16
"2,3-Lutidine",C7H9N,1.93E+00,107.16
?-Lutidine,C7H9N,2.76E+00,107.16
p-Anisidine,C7H9NO,9.31E-02,123.16
p-Tolylhydroxylamine,C7H9NO,8.12E-02,123.16
o-Anisidine,C7H9NO,1.03E-01,123.16
"1,2-Dimethyl-3-hydroxy-4-pyridone",C7H9NO2,1.13E-01,139.16
p-Toluenesulfonamide,C7H9NO2S,1.84E-02,171.22
o-Toluenesulfonamide,C7H9NO2S,9.49E-03,171.22
m-Toluenesulfonamide,C7H9NO2S,4.56E-02,171.22
4-Amino-3-methylbenzene sulfonic acid,C7H9NO3S,2.67E-02,187.22
4-Amino-2-methylbenzene sulfonic acid,C7H9NO3S,2.40E-02,187.22
2-Amino-5-methylbenzene sulfonic acid,C7H9NO3S,1.71E-01,187.22
p-Methoxybenzenesulfonamide,C7H9NO3S,1.56E-02,187.22
4-Phenylsemicarbazide,C7H9N3O,4.63E-03,151.17
Sulfathiourea,C7H9N3O2S2,2.37E-03,231.3
Orotic acid ethylamide,C7H9N3O3,3.98E-01,183.17
Sulfanilylurea,C7H9N3O3S,1.08E-02,215.23
Orotic acid ethanol amide,C7H9N3O4,4.47E-01,199.17
Hydroxymethylphenylphosphinic acid,C7H9O3P,9.90E+00,172.12
"1,3-Cycloheptadiene",C7H10,6.58E-03,94.16
Propylthiouracil,C7H10N2OS,7.07E-03,170.23
p-Methylaminobenzenesulfonamide,C7H10N2O2S,5.00E-03,186.23
N1-Methylsulfanilamide,C7H10N2O2S,9.45E-02,186.23
Toluenesulfamide,C7H10N2O2S,3.02E-02,186.23
Isopropylbarbituric acid,C7H10N2O3,3.48E-02,170.17
5-Ethyl-5-methylbarbituric acid,C7H10N2O3,8.01E-02,170.17
Sulfanilylguanidine,C7H10N4O2S,4.66E-03,214.25
Theopylline (monohydrate),C7H10N4O3.H2O,3.82E-02,216.2
o-Toluenesulfonic acid (monohydrate,C7H10O4S.H2O,2.35E+00,208.23
Shikimisaeure,C7H10O5,8.61E-01,174.15
Mesoxalic acid diethyl ester,C7H10O5,3.25E+00,174.15
Ethosuximide,C7H11NO2,1.35E+00,141.17
Ipronidazole,C7H11N3O2,5.56E-02,169.18
1-Methyl-l-histidine,C7H11N3O2,9.85E-01,169.18
Aziprotryne,C7H11N7S,2.44E-04,225.28
"1,6-Heptadiene",C7H12,4.58E-04,96.17
1-Heptyn,C7H12,9.77E-04,96.17
Cycloheptene,C7H12,6.86E-04,96.17
1-Methyl-1-cyclohexene,C7H12,5.41E-04,96.17
2-Heptyne,C7H12,1.70E-03,96.17
2-Methyl-3-hexyne,C7H12,1.80E-03,96.17
"5-Bromo-2-propyl-5-nitro-1,3-dioxane",C7H12BrNO4,1.10E-03,254.09
Norazine,C7H12ClN5,1.29E-03,201.66
Simazine,C7H12ClN5,7.50E-05,201.66
2-Chloro-4-methyl amino-6-propyl amino-s-triazine,C7H12ClN5,1.29E-03,201.66
5-Isobutylhydantoin,C7H12N2O2,1.24E-02,156.19
Diglycine hydantoic acid,C7H12N4O5,1.26E-01,232.2
Carbamidodiglycylglycine,C7H12N4O5,4.46E-02,232.2
m-Methylcyclohexanone,C7H12O,1.34E-02,112.17
2-Methylcyclohexanone,C7H12O,1.14E-01,112.17
Cyclohexanecarboxylic acid,C7H12O2,1.56E-02,128.17
Isobutyl propenoate,C7H12O2,6.17E-02,128.17
Pimelic acid,C7H12O4,3.94E-01,160.17
Malonic,C7H12O4,3.85E+00,160.17
Ethyl ?-acetoxypropionate,C7H12O4,2.10E-01,160.17
3-Methyladipic acid,C7H12O4,1.24E+00,160.17
n-Butylmalonic acid,C7H12O4,2.74E+00,160.17
"Propanoic acid,",C7H12O5,9.21E-02,176.17
Quinic acid,C7H12O6,1.51E+00,192.17
Carbromal,C7H13BrN2O2,2.11E-03,237.1
Bromo-pivalate ureide,C7H13BrN2O2,2.16E-01,237.1
2-Ethyl-2-methyl-4-thiazolidinecarboxylic acid,C7H13NO2S,2.60E-01,175.25
2-Propylthiazolidine-4-carboxylic acid,C7H13NO2S,8.50E-02,175.25
"2,2-(Dimethyl)-4-(methoxycarbamyl)-1,3-dithiolane",C7H13NO2S2,6.00E-03,207.32
N-Formylleucine,C7H13NO3,1.85E-01,159.19
"2,2-(Dimethyl)-4-(methoxycarbamyl)-1,3-oxathiolane",C7H13NO3S,3.00E-02,191.25
Oxamyl,C7H13N3O3S,1.28E+00,219.26
Hydroxysimazine,C7H13N5O,1.50E-04,183.21
1-Heptene,C7H14,1.85E-04,98.19
2-Heptene,C7H14,1.53E-04,98.19
Cycloheptane,C7H14,3.06E-04,98.19
Methylcyclohexane,C7H14,1.70E-04,98.19
2-Methyl-2-(methylthio)propanal O-[(methylamino)carbonyl]oxime,C7H14N2O2S,3.16E-02,190.27
?-Uramidocaproic acid,C7H14N2O3,6.90E-03,174.2
?-Aminocaproic hydantoic acid,C7H14N2O3,6.90E-03,174.2
Djenkolsaeure,C7H14N2O4S2,1.97E-02,254.33
Tetramethylmelamine,C7H14N6,2.05E-03,182.23
Cycloheptanol,C7H14O,1.32E-01,114.19
Heptanal,C7H14O,1.58E-02,114.19
4-Methyl-cyclohexanol,C7H14O,1.32E-01,114.19
4-Heptanone,C7H14O,2.79E-02,114.19
2-Heptanone,C7H14O,1.68E-01,114.19
Methyl isoamyl ketone,C7H14O,4.68E-02,114.19
"2,4-Dimethyl-3-pentanone",C7H14O,4.96E-02,114.19
Heptoic acid,C7H14O2,2.16E-02,130.19
Pentyl acetate,C7H14O2,1.33E-02,130.19
Isopropyl butyrate,C7H14O2,1.20E-02,130.19
3-Hydroxy-5-methyl-5-ethyltetrahydrofuran,C7H14O2,6.98E-01,130.19
Isoamyl acetate,C7H14O2,1.53E-02,130.19
Methyl hexanoate,C7H14O2,1.02E-02,130.19
Ethyl pentanoate,C7H14O2,1.71E-02,130.19
n-Butyl propionate,C7H14O2,9.50E-03,130.19
Propyl butyrate,C7H14O2,1.20E-02,130.19
sec-Amyl acetate,C7H14O2,1.46E-02,130.19
n-Ethyl ?-ethoxypropionate,C7H14O3,3.60E-01,146.19
Butyl lactate,C7H14O3,2.98E-01,146.19
n-Propyl ?-methoxypropionate,C7H14O3,2.12E-01,146.19
Methyl ?-n-propoxypropionate,C7H14O3,2.25E-01,146.19
3-Methoxy butyl acetate,C7H14O3,4.15E-01,146.19
?-Methyl-d-glucoside,C7H14O6,1.89E+00,194.19
?-d-Methylglucoside,C7H14O6,2.66E+00,194.19
?-Methyl-d-mannoside,C7H14O6,1.02E+00,194.19
d-Sedoheptose,C7H14O7,4.76E-01,210.19
d-?-Glucoheptose,C7H14O7,4.13E-01,210.19
Heptyl bromide,C7H15Br,3.71E-05,1.79E+02
Heptyl chloride,C7H15Cl,1.01E-04,134.65
Cyclophosphamide,C7H15Cl2N2O2P,1.53E-01,261.09
Heptyl iodide,C7H15I,1.55E-05,226.1
Isobutyl urethane,C7H15NO2,1.71E-01,145.2
Hexyl carbamate,C7H15NO2,1.20E-02,145.2
tert-Hexyl carbamate,C7H15NO2,3.40E-02,145.2
"3,3-Dimethylpentane",C7H16,5.91E-05,100.21
3-Methylhexane,C7H16,2.64E-05,100.21
"2,4-Dimethylpentane",C7H16,4.40E-05,100.21
"2,3-Dimethylpentane",C7H16,5.24E-05,100.21
2-Methylhexane,C7H16,2.54E-05,100.21
"2,2-Dimethylpentane",C7H16,4.39E-05,100.21
Heptane,C7H16,3.99E-03,100.21
3-Heptanol,C7H16O,3.43E-02,116.2
2-Heptanol,C7H16O,3.00E-02,116.2
3-Methyl-3-hexanol,C7H16O,1.01E-01,116.2
3-Ethyl-3-pentanol,C7H16O,1.42E-01,116.2
2-Methyl-2-hexanol,C7H16O,8.27E-02,116.2
"2,4-Dimethyl-3-pentanol",C7H16O,5.98E-02,116.2
"2,4-Dimethyl-2-pentanol",C7H16O,1.14E-01,116.2
"2,3-Dimethyl-2-pentanol",C7H16O,1.31E-01,116.2
"2,3,3-Trimethyl-2-butanol",C7H16O,1.85E-01,116.2
"2,2-Dimethyl-3-pentanol",C7H16O,7.00E-02,116.2
1-Heptanol,C7H16O,1.55E-02,116.2
Isopropyl tert-butyl ether,C7H16O,4.30E-03,116.2
Heptanol,C7H16O,1.24E-02,116.2
4-Heptanol,C7H16O,4.09E-02,116.2
"2,3-Dimethyl-3-pentanol",C7H16O,1.39E-01,116.2
Sulfonmethane,C7H16O4S2,1.03E-02,228.33
(+)-Perseitol,C7H16O7,3.04E-01,212.2
Phorate,C7H17O2PS3,7.68E-05,260.38
"S-2-Isopropylthioethyl O,O-dimethyl phosphorodithioate",C7H17O2PS3,3.73E-04,260.38
Phorate sulfone,C7H17O4PS3,2.94E-03,292.38
Chlorquinox,C8H2Cl4N2,3.73E-06,267.93
Tetrachlorophthalic acid,C8H2Cl4O4,1.88E-02,303.91
Chlorflurazole,C8H3Cl2F3N2,2.35E-04,255.03
Pentachlorophenyl acetate,C8H3Cl5O2,6.49E-05,308.38
"2,3,4,5,6-Pentachlorophenoxyacetic acid",C8H3Cl5O3,1.80E-04,324.38
"2,3,4,6-Tetrachlorophenoxyacetic acid",C8H4Cl4O3,3.90E-04,289.93
"1,4-Benzenedicarbonitrile",C8H4N2,6.97E-04,128.13
m-Cyanophenyl isothiocyanate,C8H4N2S,6.41E-04,160.2
m-Isothiocyanophenyl isothiocyanate,C8H4N2S2,2.00E-05,192.26
Phthalic anhydride,C8H4O3,4.19E-02,148.12
3-Chlorophthalic acid,C8H5ClO4,1.06E-01,200.58
Chlorfenac,C8H5Cl3O2,8.35E-04,239.49
"2,4,5-Trichlorophenoxyacetic acid",C8H5Cl3O3,1.09E-03,255.49
"3,4,5-Trichlorophenoxyacetic acid",C8H5Cl3O3,1.15E-03,255.49
"2,3,4-Trichlorophenoxyacetic acid",C8H5Cl3O3,8.00E-04,255.49
"2,4,6-Trichlorophenoxyacetic acid",C8H5Cl3O3,9.70E-04,255.49
"2,3,6-Trichlorophenoxyacetic acid",C8H5Cl3O3,2.40E-03,255.49
"2,3,5-Trichlorophenoxyacetic acid",C8H5Cl3O3,1.00E-03,255.49
"2,2,2-Trifluoroacetophenone",C8H5F3O,7.01E-02,174.12
"?,?,?-Trifluoro-o-toluic acid",C8H5F3O2,2.53E-02,190.12
Phthalimide,C8H5NO2,2.45E-03,147.13
3-Carboxyphenylisothiocyanate,C8H5NO2S,5.60E-04,179.2
4-Carboxyphenylisothiocyanate,C8H5NO2S,1.06E-04,179.2
6-Nitrophthalide,C8H5NO4,2.23E-03,179.13
3-Nitrophthalic acid,C8H5NO6,9.52E-02,211.13
"2,3,4-Pyridinetricarboxylic acid",C8H5NO6,5.68E-02,211.13
Ethynylbenzene,C8H6,4.47E-03,102.14
3-Bromobenzyl isothiocyanate,C8H6BrNS,1.07E-04,228.12
4-Bromobenzyl isothiocyanate,C8H6BrNS,6.50E-05,228.12
3-Chlorobenzyl isothiocyanate,C8H6ClNS,1.37E-04,183.66
4-Chlorobenzyl isothiocyanate,C8H6ClNS,1.48E-04,183.66
"2,4-Dichlorophenoxyacetic acid",C8H6Cl2O3,3.09E-03,221.04
Dicamba,C8H6Cl2O3,2.04E-02,221.04
"3,5-Dichlorophenoxyacetic acid",C8H6Cl2O3,4.35E-03,221.04
"3,4-Dichlorophenoxyacetic acid",C8H6Cl2O3,2.07E-03,221.04
"2,6-Dichlorophenoxyacetic acid",C8H6Cl2O3,7.05E-03,221.04
"2,3-Dichlorophenoxyacetic acid",C8H6Cl2O3,1.55E-03,221.04
"2,5-Dichlorophenoxyacetic acid",C8H6Cl2O3,2.42E-03,221.04
Tetrachloroveratrole,C8H6Cl4O2,5.76E-06,275.95
Penclomedine,C8H6Cl5NO2,1.23E-06,325.41
Flumethiazide,C8H6F3N3O4S2,3.19E-03,329.28
3-Iodobenzyl isothiocyanate,C8H6INS,5.50E-05,275.11
4-Iodobenzyl isothiocyanate,C8H6INS,5.10E-05,275.11
3-Nitrobenzyl isothiocyanate,C8H6N2O2S,8.20E-05,194.21
4-Nitrobenzyl isothiocyanate,C8H6N2O2S,2.33E-04,194.21
Nitrofurantoin,C8H6N4O5,5.21E-04,238.16
Alloxantin,C8H6N4O8,1.75E-03,286.16
Methylthiobenzothiazole,C8H6N4S2,4.95E-04,222.29
Phthalic dicarboxaldehyde,C8H6O2,1.04E-01,134.14
Terephthaldicarboxaldehyde,C8H6O2,1.49E-03,134.14
Piperonal,C8H6O3,2.33E-02,150.14
Benzoylformic acid,C8H6O3,6.13E+00,150.14
"1,4-Benzenedicarboxylic acid",C8H6O4,1.92E-03,166.13
"1,2-Benzenedicarboxylic acid",C8H6O4,8.60E-02,166.13
Isophthalic acid,C8H6O4,1.09E-03,166.13
2-Hydroxyisophthalic acid,C8H6O5,1.45E-01,182.13
4-Hydroxyisophthalic acid,C8H6O5,1.65E-03,182.13
5-Hydroxyisophthalic acid,C8H6O5,3.29E-03,182.13
Thianaphthene,C8H6S,1.61E-03,134.2
o-Nitro-o-bromacetanilide,C8H7BrN2O3,7.72E-02,259.07
p-Nitro-o-bromacetanilide,C8H7BrN2O3,6.83E-02,259.07
p-Nitro-o-chloracetanilide,C8H7ClN2O3,5.17E-02,214.61
o-Nitro-o-chloracetanilide,C8H7ClN2O3,5.17E-02,214.61
4-Chlorophenoxyacetic acid,C8H7ClO3,2.04E-03,186.6
3-Chlorophenoxyacetic acid,C8H7ClO3,1.27E-02,186.6
2-Chlorophenoxyacetic acid,C8H7ClO3,6.85E-03,186.6
Chloramben methyl ester,C8H7Cl2NO2,5.45E-04,220.06
"2,4,6-Trichloro-3,5-dimethyl-phenol",C8H7Cl3O,2.20E-05,225.5
"3,4,5-Trichloroveratrole",C8H7Cl3O2,4.27E-05,241.5
Indole,C8H7N,3.04E-02,117.15
p-Toluonitrile,C8H7N,1.30E-02,117.15
m-Methoxyphenyl isothiocyanate,C8H7NOS,2.70E-04,165.22
p-Methoxyphenyl isothiocyanate,C8H7NOS,2.50E-04,165.22
Oxanilic acid,C8H7NO3,4.99E-02,165.15
6-Nitro-3-methylbenzoic acid,C8H7NO4,2.60E-02,181.15
2-Nitro-3-methylbenzoic acid,C8H7NO4,2.21E-03,181.15
Benzyl isothiocyanate,C8H7NS,7.30E-04,149.22
p-Tolyl isothiocyanate,C8H7NS,1.90E-05,149.22
m-Methylphenyl isothiocyanate,C8H7NS,1.42E-04,149.22
7-Acetamidopteridine,C8H7N5O,4.04E-02,189.18
2-Acetamidopteridine,C8H7N5O,1.71E-01,189.18
4-Acetamidopteridine,C8H7N5O,1.76E+00,189.18
"2,4,6-Trinitrophenylethylnitramine",C8H7N5O8,1.99E-04,301.17
Styrene,C8H8,2.88E-03,104.15
Bromophos,C8H8BrCl2O3PS,2.73E-06,366
4?-Bromoacetanilide,C8H8BrNO,7.00E-04,214.07
p-Chloroacetanilide,C8H8ClNO,1.00E-03,169.61
Iodofenphos,C8H8Cl2IO3PS,2.42E-07,413
"2,4-Dichloro-6-ethyl-phenol",C8H8Cl2O,1.30E-03,191.06
Chloroneb,C8H8Cl2O2,3.86E-05,207.06
"4,5-Dichloroveratrole",C8H8Cl2O2,3.49E-04,207.06
Ronnel,C8H8Cl3O3PS,3.11E-06,321.55
4?-Fluoroacetanilide,C8H8FNO,1.63E-02,153.16
Hydroflumethiazide,C8H8F3N3O4S2,2.05E-03,331.29
p-Iodoaniline-N-acetate,C8H8INO,7.00E-04,261.06
Phthalamide,C8H8N2O2,1.22E-03,164.17
Ricinine,C8H8N2O2,1.65E-02,164.17
4-Nitroaniline-N-acetate,C8H8N2O3,6.00E-04,180.16
2-Nitroaniline-N-acetate,C8H8N2O3,1.22E-02,180.16
Methyl N-(4-nitrobenzenesulphonyl)carbamate,C8H8N2O6S,3.84E-03,260.23
"6,7-Dimethylpteridine",C8H8N4,3.47E-01,160.18
Hydralazine,C8H8N4,3.00E-05,160.18
"4-Hydroxy-6,7-dimethylpteridine",C8H8N4O,5.16E-03,176.18
"H-Pyrazolo[3,4-d]pyrimidin-4-one, 1,5-dihydro-1-(1-oxopropyl)-",C8H8N4O2,1.56E-03,192.18
"2-Sulfanilamido-1,3,4-thiadiazole",C8H8N4O2S2,2.85E-03,256.31
1-Acetoxymethyl allopurinol,C8H8N4O3,2.79E-03,208.18
